,Lithology_(main),Hydrocarbon_type_(main),Tectonic_regime,Structural_setting,Region,Permeability_(air_average_mD),Porosity_(matrix_average_%),Depth_(top_reservoir_ft_TVD),Thickness_(gross_average_ft),Thickness_(net_pay_average_ft),Reservoir_period
3354,SANDSTONE,OIL,INVERSION,SALT,EUROPE,850.0,41.5,5153.499999999999,475.0,101.5,JURASSIC
3355,SANDSTONE,GAS,COMPRESSION,INTRACRATONIC,NORTH AMERICA,35.0,12.65,1320.5,345.0,71.5,JURASSIC
3356,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,5.05,4089.999999999999,46.5,11.5,CRETACEOUS
3357,DOLOMITE,OIL,INVERSION,SUB-SALT,EUROPE,14.0,10.15,10170.0,46.5,48.25,JURASSIC
3358,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,361.0,12.65,15389.0,7000.0,1700.5,CRETACEOUS
3359,DOLOMITE,OIL,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,35.0,15.0,10170.0,345.0,11.5,CRETACEOUS
3360,SILTSTONE,OIL,INVERSION,RIFT,FAR EAST,850.0,22.75,8763.5,345.0,101.5,PALEOGENE
3361,SANDSTONE,OIL,STRIKE-SLIP,WRENCH,AFRICA,361.0,41.5,1320.5,101.0,29.75,NEOGENE
3362,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,4350.0,41.5,7513.5,46.5,48.25,CARBONIFEROUS
3363,DOLOMITE,OIL,EXTENSION,BACKARC,FAR EAST,14.0,10.15,4089.999999999999,245.0,140.0,PROTEROZOIC
3364,SANDSTONE,OIL,EXTENSION,RIFT,AFRICA,850.0,17.5,7513.5,101.0,48.25,NEOGENE
3365,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,20.0,5153.499999999999,160.0,11.5,CARBONIFEROUS
3366,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,10.15,7513.5,46.5,29.75,PERMIAN
3367,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,161.0,10.15,8763.5,475.0,337.5,JURASSIC
3368,DOLOMITE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,75.0,10.15,5153.499999999999,46.5,11.5,NEOGENE
3369,DOLOMITE,OIL,INVERSION,SALT,EUROPE,14.0,5.05,15389.0,676.9999999999999,1700.5,PERMIAN
3370,LIMESTONE,OIL,EXTENSION,RIFT,FAR EAST,35.0,15.0,8763.5,676.9999999999999,1700.5,NEOGENE
3371,SANDSTONE,OIL,INVERSION,SALT,EUROPE,850.0,41.5,5153.499999999999,475.0,29.75,CRETACEOUS
3372,LIMESTONE,METHANE HYDRATE,INVERSION,RIFT,AFRICA,5.3,15.0,4089.999999999999,475.0,11.5,CRETACEOUS
3373,SANDSTONE,GAS,INVERSION,INVERSION,FORMER SOVIET UNION,361.0,12.65,7513.5,345.0,337.5,CRETACEOUS
3374,DOLOMITE,GAS-CONDENSATE,EXTENSION,RIFT,EUROPE,14.0,10.15,7513.5,475.0,205.0,CRETACEOUS
3375,DOLOMITE,OIL,EXTENSION,PASSIVE MARGIN,FAR EAST,1.305,5.05,8763.5,101.0,11.5,NEOGENE
3376,LIMESTONE,OIL,INVERSION,RIFT,FAR EAST,1.305,10.15,5153.499999999999,676.9999999999999,1700.5,PALEOGENE
3377,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,35.0,17.5,5153.499999999999,345.0,71.5,CRETACEOUS
3378,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,17.5,2960.5,46.5,11.5,CRETACEOUS
3379,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,4350.0,41.5,5153.499999999999,475.0,101.5,JURASSIC
3380,SANDSTONE,GAS,COMPRESSION,FORELAND,MIDDLE EAST,35.0,5.05,5153.499999999999,101.0,48.25,JURASSIC
3381,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,22.75,5153.499999999999,345.0,101.5,CARBONIFEROUS
3382,LIMESTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,17.5,7513.5,245.0,48.25,PERMIAN
3383,SANDSTONE,OIL,INVERSION,RIFT,AFRICA,35.0,17.5,7513.5,101.0,48.25,CRETACEOUS
3384,DOLOMITE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,14.0,12.65,8763.5,46.5,11.5,NEOGENE
3385,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,14.0,15.0,2960.5,46.5,48.25,PALEOGENE
3386,SANDSTONE,OIL,EXTENSION,PASSIVE MARGIN,EUROPE,4350.0,26.25,2960.5,101.0,71.5,JURASSIC
3387,SANDSTONE,OIL,STRIKE-SLIP,INVERSION,FORMER SOVIET UNION,850.0,26.25,1320.5,7000.0,1700.5,CARBONIFEROUS
3388,LIMESTONE,OIL,GRAVITY,SALT,NORTH AMERICA,35.0,10.15,15389.0,46.5,29.75,CARBONIFEROUS
3389,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,20.0,7513.5,160.0,71.5,CARBONIFEROUS
3390,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,35.0,15.0,8763.5,475.0,337.5,PALEOGENE
3391,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,4350.0,41.5,2960.5,475.0,337.5,PALEOGENE
3392,DOLOMITE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,5.3,10.15,5153.499999999999,475.0,337.5,NEOGENE
3393,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,4350.0,26.25,2960.5,475.0,29.75,CRETACEOUS
3394,SANDSTONE,OIL,EXTENSION,PASSIVE MARGIN,NORTH AMERICA,850.0,22.75,2960.5,345.0,140.0,DEVONIAN
3395,SANDSTONE,GAS-CONDENSATE,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,161.0,22.75,2960.5,475.0,205.0,NEOGENE
3396,SANDSTONE,OIL,INVERSION,RIFT,FAR EAST,4350.0,26.25,6288.5,676.9999999999999,1700.5,PALEOGENE
3397,DOLOMITE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,75.0,10.15,6288.5,245.0,205.0,CRETACEOUS
3398,DOLOMITE,GAS,INVERSION,INVERSION,EUROPE,1.305,5.05,15389.0,245.0,140.0,CRETACEOUS
3399,SANDSTONE,OIL,COMPRESSION,THRUST,FAR EAST,35.0,12.65,5153.499999999999,245.0,101.5,NEOGENE
3400,DOLOMITIC LIMESTONE,OIL,GRAVITY,DELTA,FAR EAST,35.0,22.75,7513.5,7000.0,71.5,PALEOGENE
3401,LIMESTONE,GAS,GRAVITY,SALT,NORTH AMERICA,35.0,17.5,10170.0,345.0,101.5,NEOGENE
3402,SANDSTONE,GAS-CONDENSATE,EXTENSION,RIFT,AFRICA,361.0,17.5,15389.0,345.0,140.0,CRETACEOUS
3403,SANDSTONE,OIL,EXTENSION,SUB-SALT,AFRICA,850.0,20.0,6288.5,46.5,29.75,CRETACEOUS
3404,LIMESTONE,OIL,GRAVITY,SALT,MIDDLE EAST,14.0,22.75,7513.5,245.0,48.25,PALEOGENE
3405,CONGLOMERATE,OIL,INVERSION,RIFT,EUROPE,361.0,17.5,10170.0,7000.0,1700.5,CRETACEOUS
3406,SANDSTONE,OIL,COMPRESSION,INVERSION,FORMER SOVIET UNION,161.0,17.5,1320.5,101.0,11.5,NEOGENE
3407,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,6288.5,101.0,48.25,JURASSIC
3408,SANDSTONE,GAS-CONDENSATE,EXTENSION,RIFT,FAR EAST,161.0,20.0,7513.5,676.9999999999999,1700.5,PALEOGENE
3409,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,22.75,1320.5,46.5,48.25,CRETACEOUS
3410,SHALE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,161.0,5.05,1320.5,345.0,205.0,JURASSIC
3411,DOLOMITE,GAS,INVERSION,RIFT,FAR EAST,1.305,5.05,8763.5,676.9999999999999,48.25,PALEOGENE
3412,SANDSTONE,GAS,EXTENSION,SUB-SALT,AFRICA,361.0,17.5,8763.5,7000.0,140.0,CRETACEOUS
3413,SANDSTONE,OIL,GRAVITY,DELTA,FAR EAST,14.0,20.0,10170.0,7000.0,140.0,PALEOGENE
3414,SANDSTONE,GAS,COMPRESSION,INTRACRATONIC,NORTH AMERICA,1.305,10.15,2960.5,676.9999999999999,101.5,JURASSIC
3415,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,361.0,22.75,6288.5,245.0,205.0,DEVONIAN
3416,DOLOMITE,OIL,GRAVITY,SALT,NORTH AMERICA,5.3,5.05,1320.5,7000.0,1700.5,CRETACEOUS
3417,DOLOMITE,OIL,COMPRESSION,FORELAND,LATIN AMERICA,5.3,10.15,6288.5,7000.0,29.75,PALEOGENE
3418,SANDSTONE,GAS,GRAVITY,DELTA,FAR EAST,850.0,22.75,8763.5,1152.0,1700.5,CRETACEOUS
3419,SANDSTONE,OIL,GRAVITY,INTRACRATONIC,NORTH AMERICA,75.0,20.0,7513.5,160.0,48.25,JURASSIC
3420,SANDSTONE,OIL,EXTENSION,INTRACRATONIC,EUROPE,4350.0,26.25,1320.5,46.5,11.5,JURASSIC
3421,SILTSTONE,OIL,COMPRESSION,THRUST,LATIN AMERICA,75.0,10.15,1320.5,46.5,48.25,CRETACEOUS
3422,SANDSTONE,OIL,INVERSION,SALT,EUROPE,161.0,22.75,6288.5,475.0,140.0,PERMIAN
3423,THINLY-BEDDED SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,20.0,2960.5,475.0,337.5,PERMIAN
3424,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,850.0,17.5,10170.0,475.0,337.5,JURASSIC
3425,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,4350.0,41.5,2960.5,475.0,140.0,JURASSIC
3426,CHALK,OIL,EXTENSION,PASSIVE MARGIN,NORTH AMERICA,850.0,22.75,7513.5,101.0,101.5,CARBONIFEROUS
3427,CONGLOMERATE,OIL,EXTENSION,INTRACRATONIC,NORTH AMERICA,161.0,10.15,5153.499999999999,7000.0,337.5,PERMIAN
3428,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,12.65,6288.5,160.0,29.75,CARBONIFEROUS
3429,CHALK,OIL,COMPRESSION,FORELAND,NORTH AMERICA,4350.0,41.5,15389.0,345.0,205.0,DEVONIAN
3430,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,361.0,41.5,4089.999999999999,160.0,71.5,CRETACEOUS
3431,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,17.5,7513.5,160.0,71.5,CRETACEOUS
3432,SANDSTONE,GAS,EXTENSION,RIFT,AFRICA,361.0,22.75,7513.5,46.5,11.5,CRETACEOUS
3433,SANDSTONE,OIL,EXTENSION,RIFT,AFRICA,850.0,41.5,2960.5,101.0,71.5,NEOGENE
3434,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,75.0,20.0,7513.5,245.0,205.0,CARBONIFEROUS
3435,DOLOMITE,GAS-CONDENSATE,GRAVITY,SALT,LATIN AMERICA,35.0,5.05,1320.5,245.0,71.5,CRETACEOUS
3436,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,850.0,20.0,6288.5,676.9999999999999,1700.5,CARBONIFEROUS
3437,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,NORTH AMERICA,1.305,10.15,15389.0,345.0,205.0,PERMIAN
3438,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,20.0,15389.0,345.0,101.5,NEOGENE
3439,SANDSTONE,OIL,EXTENSION,RIFT,LATIN AMERICA,4350.0,26.25,4089.999999999999,345.0,11.5,PALEOGENE
3440,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,4350.0,26.25,7513.5,475.0,101.5,NEOGENE
3441,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,1.305,5.05,8763.5,345.0,140.0,CARBONIFEROUS
3442,SANDSTONE,GAS-CONDENSATE,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,161.0,17.5,2960.5,245.0,140.0,TRIASSIC
3443,CHALK,OIL,COMPRESSION,THRUST,FAR EAST,161.0,12.65,8763.5,475.0,337.5,PROTEROZOIC
3444,LIMESTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,75.0,10.15,5153.499999999999,475.0,337.5,CARBONIFEROUS
3445,SANDSTONE,GAS,COMPRESSION,THRUST,FAR EAST,14.0,17.5,15389.0,160.0,140.0,CRETACEOUS
3446,DOLOMITE,OIL,EXTENSION,RIFT,FAR EAST,1.305,5.05,8763.5,1152.0,29.75,MESOZOIC
3447,CONGLOMERATE,OIL,EXTENSION,RIFT,FAR EAST,75.0,12.65,2960.5,101.0,11.5,NEOGENE
3448,SANDSTONE,GAS,EXTENSION,WRENCH,FAR EAST,850.0,22.75,6288.5,676.9999999999999,101.5,CRETACEOUS
3449,LIMESTONE,OIL,GRAVITY,SALT,LATIN AMERICA,161.0,5.05,15389.0,475.0,101.5,NEOGENE
3450,SANDSTONE,OIL,INVERSION,RIFT,EUROPE,361.0,17.5,8763.5,1152.0,1700.5,JURASSIC
3451,SANDSTONE,GAS,INVERSION,SALT,EUROPE,850.0,22.75,15389.0,475.0,140.0,TRIASSIC
3452,DOLOMITE,OIL,INVERSION,RIFT,AFRICA,14.0,10.15,2960.5,245.0,11.5,CRETACEOUS
3453,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,17.5,2960.5,46.5,11.5,PERMIAN
3454,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,850.0,17.5,10170.0,245.0,205.0,JURASSIC
3455,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,75.0,20.0,6288.5,475.0,101.5,CRETACEOUS
3456,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,850.0,22.75,6288.5,46.5,29.75,CRETACEOUS
3457,DOLOMITE,GAS,COMPRESSION,THRUST,FORMER SOVIET UNION,75.0,12.65,8763.5,46.5,11.5,CARBONIFEROUS
3458,SANDSTONE,OIL,INVERSION,INVERSION,EUROPE,35.0,15.0,5153.499999999999,101.0,11.5,PERMIAN
3459,DOLOMITE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,75.0,10.15,5153.499999999999,101.0,71.5,CARBONIFEROUS
3460,SANDSTONE,GAS,INVERSION,RIFT,FAR EAST,14.0,12.65,15389.0,7000.0,140.0,NEOGENE
3461,DOLOMITE,OIL,EXTENSION,RIFT,EUROPE,75.0,10.15,1320.5,46.5,48.25,JURASSIC
3462,DOLOMITE,OIL,EXTENSION,BACKARC,FAR EAST,14.0,10.15,2960.5,676.9999999999999,101.5,PALEOGENE
3463,DOLOMITE,GAS,COMPRESSION,THRUST,FAR EAST,1.305,5.05,15389.0,101.0,71.5,CARBONIFEROUS
3464,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,35.0,12.65,10170.0,101.0,71.5,CRETACEOUS
3465,DOLOMITE,OIL,INVERSION,FORELAND,MIDDLE EAST,850.0,26.25,6288.5,46.5,29.75,JURASSIC
3466,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,12.65,5153.499999999999,101.0,48.25,TRIASSIC
3467,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,22.75,10170.0,46.5,11.5,PALEOGENE
3468,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,26.25,2960.5,345.0,205.0,DEVONIAN
3469,SANDSTONE,OIL,STRIKE-SLIP,WRENCH,LATIN AMERICA,4350.0,41.5,1320.5,475.0,337.5,CRETACEOUS
3470,SANDSTONE,GAS-CONDENSATE,EXTENSION,SUB-SALT,AFRICA,75.0,20.0,10170.0,101.0,29.75,CRETACEOUS
3471,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,850.0,41.5,10170.0,475.0,48.25,JURASSIC
3472,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,26.25,2960.5,101.0,48.25,CRETACEOUS
3473,DOLOMITE,OIL,GRAVITY,SALT,NORTH AMERICA,5.3,5.05,5153.499999999999,46.5,29.75,CARBONIFEROUS
3474,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,22.75,4089.999999999999,345.0,140.0,PERMIAN
3475,LIMESTONE,OIL,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,850.0,26.25,2960.5,475.0,337.5,CRETACEOUS
3476,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,17.5,7513.5,160.0,140.0,JURASSIC
3477,SANDSTONE,GAS,STRIKE-SLIP,WRENCH,FAR EAST,14.0,20.0,10170.0,676.9999999999999,1700.5,JURASSIC
3478,SILTSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,15389.0,101.0,71.5,CRETACEOUS
3479,SANDSTONE,OIL,EXTENSION,RIFT,LATIN AMERICA,361.0,20.0,6288.5,7000.0,1700.5,NEOGENE
3480,SANDSTONE,OIL,COMPRESSION,WRENCH,NORTH AMERICA,161.0,17.5,5153.499999999999,676.9999999999999,205.0,JURASSIC
3481,LOW-RESISTIVITY SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,4350.0,41.5,1320.5,160.0,29.75,TRIASSIC
3482,SANDSTONE,OIL,COMPRESSION,WRENCH,NORTH AMERICA,4350.0,17.5,5153.499999999999,676.9999999999999,101.5,PERMIAN
3483,LIMESTONE,OIL,COMPRESSION,THRUST,FORMER SOVIET UNION,161.0,12.65,15389.0,7000.0,1700.5,CRETACEOUS
3484,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,6288.5,101.0,48.25,CRETACEOUS
3485,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,15.0,6288.5,101.0,11.5,CRETACEOUS
3486,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,1.305,5.05,5153.499999999999,1152.0,1700.5,CRETACEOUS
3487,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,850.0,22.75,6288.5,245.0,48.25,CRETACEOUS
3488,LIMESTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,75.0,5.05,10170.0,1152.0,140.0,CARBONIFEROUS
3489,SANDSTONE,OIL,INVERSION,SALT,EUROPE,850.0,26.25,4089.999999999999,475.0,1700.5,JURASSIC
3490,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,17.5,2960.5,46.5,11.5,SILURIAN
3491,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,15.0,6288.5,245.0,29.75,DEVONIAN
3492,SANDSTONE,OIL,INVERSION,FORELAND,MIDDLE EAST,850.0,22.75,4089.999999999999,676.9999999999999,205.0,CRETACEOUS
3493,CHALKY LIMESTONE,OIL,INVERSION,RIFT,FAR EAST,14.0,17.5,5153.499999999999,475.0,101.5,ORDOVICIAN
3494,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,14.0,10.15,5153.499999999999,160.0,71.5,ORDOVICIAN
3495,SILTSTONE,OIL,GRAVITY,SALT,MIDDLE EAST,850.0,22.75,5153.499999999999,676.9999999999999,205.0,CRETACEOUS
3496,SANDSTONE,OIL,EXTENSION,BACKARC,FAR EAST,4350.0,41.5,6288.5,475.0,140.0,NEOGENE
3497,SANDSTONE,OIL,COMPRESSION,RIFT,FORMER SOVIET UNION,161.0,15.0,8763.5,1152.0,71.5,NEOGENE
3498,SANDSTONE,OIL,EXTENSION,RIFT,NORTH AMERICA,4350.0,22.75,7513.5,676.9999999999999,205.0,PERMIAN
3499,DOLOMITE,OIL,EXTENSION,INTRACRATONIC,EUROPE,14.0,12.65,8763.5,101.0,71.5,PERMIAN
3500,DOLOMITE,OIL,GRAVITY,SUB-SALT,NORTH AMERICA,5.3,5.05,8763.5,345.0,71.5,CARBONIFEROUS
3501,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,4350.0,17.5,2960.5,245.0,11.5,NEOGENE
3502,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,361.0,22.75,5153.499999999999,160.0,29.75,PERMIAN
3503,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,EUROPE,361.0,22.75,2960.5,1152.0,205.0,JURASSIC
3504,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,5.05,5153.499999999999,676.9999999999999,205.0,CRETACEOUS
3505,SANDSTONE,OIL,COMPRESSION,RIFT,FORMER SOVIET UNION,161.0,20.0,8763.5,160.0,71.5,CRETACEOUS
3506,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,10170.0,676.9999999999999,1700.5,CARBONIFEROUS
3507,DOLOMITE,GAS-CONDENSATE,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,161.0,12.65,8763.5,1152.0,29.75,CRETACEOUS
3508,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,4350.0,41.5,2960.5,1152.0,140.0,JURASSIC
3509,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,17.5,2960.5,46.5,11.5,CARBONIFEROUS
3510,SANDSTONE,OIL,GRAVITY,INTRACRATONIC,NORTH AMERICA,4350.0,41.5,4089.999999999999,46.5,11.5,DEVONIAN
3511,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,4350.0,26.25,5153.499999999999,475.0,337.5,CRETACEOUS
3512,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,MIDDLE EAST,5.3,20.0,6288.5,676.9999999999999,205.0,CRETACEOUS
3513,SANDSTONE,GAS-CONDENSATE,GRAVITY,DELTA,NORTH AMERICA,1.305,17.5,1320.5,1152.0,1700.5,PALEOGENE
3514,LOW-RESISTIVITY SANDSTONE,OIL,INVERSION,RIFT,AFRICA,850.0,17.5,15389.0,101.0,11.5,NEOGENE
3515,CHALK,GAS,COMPRESSION,FORELAND,NORTH AMERICA,75.0,41.5,1320.5,101.0,48.25,CARBONIFEROUS
3516,SANDSTONE,OIL,COMPRESSION,THRUST,LATIN AMERICA,4350.0,41.5,1320.5,7000.0,140.0,NEOGENE
3517,SANDSTONE,BITUMEN,COMPRESSION,THRUST,LATIN AMERICA,1.305,10.15,2960.5,160.0,101.5,PALEOGENE
3518,SANDSTONE,OIL,EXTENSION,SUB-SALT,AFRICA,5.3,10.15,10170.0,1152.0,1700.5,NEOGENE
3519,SANDSTONE,GAS-CONDENSATE,INVERSION,RIFT,EUROPE,14.0,20.0,15389.0,475.0,101.5,JURASSIC
3520,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,35.0,12.65,15389.0,1152.0,29.75,CRETACEOUS
3521,DOLOMITE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,75.0,17.5,4089.999999999999,245.0,205.0,CRETACEOUS
3522,SANDSTONE,GAS,COMPRESSION,FORELAND,FORMER SOVIET UNION,35.0,17.5,2960.5,160.0,11.5,CRETACEOUS
3523,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,14.0,10.15,10170.0,475.0,337.5,JURASSIC
3524,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,161.0,26.25,4089.999999999999,245.0,101.5,CRETACEOUS
3525,SANDSTONE,GAS,GRAVITY,DELTA,NORTH AMERICA,850.0,12.65,6288.5,345.0,205.0,PERMIAN
3526,SANDSTONE,OIL,COMPRESSION,WRENCH,NORTH AMERICA,75.0,22.75,2960.5,676.9999999999999,205.0,CARBONIFEROUS
3527,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,20.0,4089.999999999999,345.0,29.75,CRETACEOUS
3528,SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,35.0,20.0,4089.999999999999,7000.0,140.0,DEVONIAN
3529,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,14.0,20.0,5153.499999999999,475.0,337.5,CRETACEOUS
3530,SANDSTONE,GAS,COMPRESSION,SALT,MIDDLE EAST,5.3,17.5,4089.999999999999,7000.0,29.75,CAMBRIAN
3531,DOLOMITE,OIL,INVERSION,SALT,EUROPE,14.0,12.65,6288.5,7000.0,71.5,CRETACEOUS
3532,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,22.75,2960.5,160.0,140.0,CRETACEOUS
3533,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,12.65,2960.5,475.0,101.5,DEVONIAN
3534,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,10.15,8763.5,676.9999999999999,101.5,PERMIAN
3535,SANDSTONE,OIL,INVERSION,SALT,EUROPE,4350.0,41.5,5153.499999999999,475.0,48.25,JURASSIC
3536,SANDSTONE,GAS,EXTENSION,RIFT,FAR EAST,161.0,20.0,5153.499999999999,245.0,101.5,CRETACEOUS
3537,LIMESTONE,OIL,TRANSPRESSION,PASSIVE MARGIN,FORMER SOVIET UNION,5.3,15.0,15389.0,345.0,11.5,CRETACEOUS
3538,SANDSTONE,CARBON DIOXIDE,COMPRESSION,INTRACRATONIC,NORTH AMERICA,35.0,17.5,8763.5,160.0,48.25,CRETACEOUS
3539,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,361.0,41.5,2960.5,160.0,101.5,JURASSIC
3540,CHALKY LIMESTONE,OIL,STRIKE-SLIP,WRENCH,FAR EAST,4350.0,17.5,8763.5,160.0,71.5,JURASSIC
3541,SILTSTONE,OIL,EXTENSION,INTRACRATONIC,EUROPE,75.0,17.5,4089.999999999999,7000.0,205.0,PERMIAN
3542,LIMESTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,850.0,26.25,7513.5,160.0,71.5,PALEOGENE
3543,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,12.65,5153.499999999999,46.5,11.5,PALEOGENE
3544,SHALY SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,161.0,22.75,8763.5,345.0,205.0,NEOGENE
3545,DOLOMITE,OIL,COMPRESSION,SUB-THRUST,FAR EAST,1.305,5.05,2960.5,160.0,101.5,TRIASSIC
3546,SANDSTONE,GAS,GRAVITY,DELTA,NORTH AMERICA,850.0,26.25,1320.5,7000.0,337.5,CARBONIFEROUS
3547,DOLOMITE,OIL,COMPRESSION,SALT,MIDDLE EAST,850.0,26.25,6288.5,46.5,29.75,CARBONIFEROUS
3548,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,17.5,4089.999999999999,46.5,71.5,CARBONIFEROUS
3549,LIMESTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,26.25,2960.5,245.0,205.0,CRETACEOUS
3550,SANDSTONE,OIL,UPLIFT,INTRACRATONIC,NORTH AMERICA,161.0,10.15,8763.5,46.5,29.75,CRETACEOUS
3551,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,15.0,7513.5,160.0,48.25,CRETACEOUS
3552,SANDSTONE,OIL,INVERSION,FORELAND,MIDDLE EAST,850.0,20.0,6288.5,676.9999999999999,337.5,CRETACEOUS
