,Hydrocarbon_type_(main),Depth_(top_reservoir_ft_TVD),Tectonic_regime,Structural_setting,Region,Thickness_(gross_average_ft),Thickness_(net_pay_average_ft),Reservoir_period,Lithology_(main),Permeability_(air_average_mD),Porosity_(matrix_average_%)
3374,GAS-CONDENSATE,15389.0,GRAVITY,DELTA,NORTH AMERICA,160.0,48.25,PALEOGENE,SANDSTONE,161.0,20.0
3375,OIL,15389.0,INVERSION,INTRACRATONIC,FAR EAST,7000.0,29.75,CRETACEOUS,SANDSTONE,4350.0,41.5
3376,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,205.0,PERMIAN,SILTSTONE,850.0,26.25
3377,OIL,6288.5,INVERSION,INVERSION,EUROPE,245.0,71.5,CRETACEOUS,SANDSTONE,35.0,17.5
3378,OIL,2960.5,GRAVITY,DELTA,NORTH AMERICA,101.0,71.5,PALEOGENE,SANDSTONE,361.0,22.75
3379,GAS-CONDENSATE,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,140.0,DEVONIAN,LIMESTONE,850.0,26.25
3380,GAS-CONDENSATE,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,160.0,48.25,DEVONIAN,DOLOMITE,5.3,17.5
3381,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,205.0,PERMIAN,DOLOMITE,5.3,10.15
3382,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,PERMIAN,DOLOMITE,35.0,20.0
3383,GAS,8763.5,GRAVITY,SALT,NORTH AMERICA,345.0,11.5,JURASSIC,SANDSTONE,161.0,22.75
3384,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,475.0,101.5,JURASSIC,DOLOMITE,850.0,26.25
3385,OIL,8763.5,INVERSION,INVERSION,EUROPE,475.0,101.5,CRETACEOUS,THINLY-BEDDED SANDSTONE,850.0,26.25
3386,OIL,10170.0,GRAVITY,DELTA,FAR EAST,7000.0,1700.5,NEOGENE,SANDSTONE,35.0,22.75
3387,GAS-CONDENSATE,10170.0,COMPRESSION,THRUST,NORTH AMERICA,46.5,29.75,CARBONIFEROUS,LIMESTONE,14.0,15.0
3388,OIL,7513.5,EXTENSION,PASSIVE MARGIN,NORTH AMERICA,160.0,101.5,CRETACEOUS,SANDSTONE,5.3,15.0
3389,GAS,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,245.0,140.0,DEVONIAN,CHERT,5.3,10.15
3390,OIL,7513.5,EXTENSION,PASSIVE MARGIN,AFRICA,160.0,140.0,CRETACEOUS,SANDSTONE,850.0,41.5
3391,GAS-CONDENSATE,7513.5,INVERSION,INVERSION,FAR EAST,7000.0,1700.5,PALEOGENE,LIMESTONE,75.0,10.15
3392,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,DEVONIAN,SANDSTONE,850.0,41.5
3393,GAS,8763.5,INVERSION,RIFT,FAR EAST,475.0,48.25,PALEOGENE,SANDSTONE,4350.0,41.5
3394,OIL,5153.499999999999,INVERSION,INVERSION,FAR EAST,475.0,101.5,PALEOGENE,SANDSTONE,4350.0,41.5
3395,OIL,8763.5,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,160.0,140.0,JURASSIC,SANDSTONE,161.0,17.5
3396,OIL,1320.5,EXTENSION,RIFT,EUROPE,676.9999999999999,1700.5,JURASSIC,SANDSTONE,14.0,10.15
3397,OIL,5153.499999999999,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,1152.0,337.5,CRETACEOUS,SANDSTONE,4350.0,17.5
3398,OIL,4089.999999999999,EXTENSION,RIFT,FAR EAST,1152.0,1700.5,PALEOGENE,SANDSTONE,4350.0,41.5
3399,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,PERMIAN,LIMESTONE,35.0,17.5
3400,GAS-CONDENSATE,15389.0,STRIKE-SLIP,WRENCH,AFRICA,475.0,29.75,NEOGENE,SANDSTONE,850.0,12.65
3401,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,475.0,205.0,CRETACEOUS,SANDSTONE,161.0,10.15
3402,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,PERMIAN,DOLOMITE,5.3,10.15
3403,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,205.0,CRETACEOUS,SANDSTONE,1.305,12.65
3404,OIL,1320.5,COMPRESSION,THRUST,MIDDLE EAST,245.0,140.0,CRETACEOUS,CHALKY LIMESTONE,5.3,15.0
3405,OIL,4089.999999999999,INVERSION,RIFT,FAR EAST,1152.0,1700.5,PALEOGENE,SANDSTONE,75.0,20.0
3406,GAS,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,46.5,71.5,DEVONIAN,SANDSTONE,850.0,22.75
3407,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,7000.0,140.0,CRETACEOUS,SANDSTONE,4350.0,41.5
3408,OIL,4089.999999999999,COMPRESSION,FORELAND,MIDDLE EAST,345.0,140.0,JURASSIC,LIMESTONE,4350.0,22.75
3409,GAS-CONDENSATE,7513.5,EXTENSION,RIFT,EUROPE,676.9999999999999,337.5,JURASSIC,SANDSTONE,850.0,22.75
3410,OIL,6288.5,EXTENSION,SUB-SALT,AFRICA,101.0,11.5,PALEOZOIC,SANDSTONE,161.0,22.75
3411,OIL,5153.499999999999,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,160.0,71.5,CARBONIFEROUS,DOLOMITE,5.3,41.5
3412,OIL,6288.5,EXTENSION,PASSIVE MARGIN,AFRICA,7000.0,71.5,NEOGENE,SANDSTONE,5.3,5.05
3413,OIL,1320.5,COMPRESSION,SUB-THRUST,NORTH AMERICA,345.0,205.0,CARBONIFEROUS,DOLOMITE,14.0,15.0
3414,GAS-CONDENSATE,10170.0,EXTENSION,RIFT,FAR EAST,7000.0,205.0,ORDOVICIAN,DOLOMITE,1.305,5.05
3415,GAS,15389.0,INVERSION,INVERSION,FAR EAST,7000.0,1700.5,PALEOGENE,SANDSTONE,361.0,20.0
3416,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,140.0,CRETACEOUS,SANDSTONE,4350.0,41.5
3417,GAS-CONDENSATE,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,245.0,337.5,DEVONIAN,DOLOMITE,5.3,15.0
3418,OIL,5153.499999999999,EXTENSION,SUB-SALT,AFRICA,345.0,48.25,CARBONIFEROUS,SANDSTONE,850.0,26.25
3419,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,245.0,48.25,CRETACEOUS,SANDSTONE,850.0,26.25
3420,OIL,4089.999999999999,COMPRESSION,FORELAND,FORMER SOVIET UNION,1152.0,101.5,NEOGENE,SANDSTONE,361.0,17.5
3421,OIL,4089.999999999999,GRAVITY,DELTA,NORTH AMERICA,345.0,205.0,PALEOGENE,SANDSTONE,161.0,12.65
3422,OIL,7513.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,1152.0,1700.5,CARBONIFEROUS,LIMESTONE,35.0,17.5
3423,OIL,10170.0,EXTENSION,RIFT,EUROPE,1152.0,337.5,JURASSIC,SANDSTONE,361.0,26.25
3424,GAS-CONDENSATE,8763.5,EXTENSION,RIFT,FAR EAST,7000.0,29.75,PALEOGENE,SANDSTONE,161.0,17.5
3425,OIL,7513.5,EXTENSION,PASSIVE MARGIN,AFRICA,345.0,29.75,CRETACEOUS,SANDSTONE,161.0,20.0
3426,GAS-CONDENSATE,10170.0,EXTENSION,RIFT,EUROPE,101.0,29.75,TRIASSIC,SANDSTONE,850.0,26.25
3427,OIL,1320.5,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,345.0,48.25,CRETACEOUS,CONGLOMERATE,75.0,15.0
3428,GAS-CONDENSATE,7513.5,GRAVITY,SALT,EUROPE,101.0,71.5,JURASSIC,LIMESTONE,75.0,17.5
3429,GAS-CONDENSATE,7513.5,COMPRESSION,THRUST,FORMER SOVIET UNION,101.0,29.75,NEOGENE,SANDSTONE,75.0,15.0
3430,OIL,15389.0,COMPRESSION,RIFT,FORMER SOVIET UNION,7000.0,140.0,PROTEROZOIC,DOLOMITE,1.305,10.15
3431,OIL,10170.0,EXTENSION,RIFT,AFRICA,160.0,48.25,CRETACEOUS,SANDSTONE,850.0,26.25
3432,OIL,8763.5,INVERSION,INVERSION,FAR EAST,160.0,140.0,PALEOGENE,SANDSTONE,161.0,20.0
3433,GAS-CONDENSATE,15389.0,STRIKE-SLIP,WRENCH,FAR EAST,676.9999999999999,337.5,PALEOGENE,SANDSTONE,5.3,15.0
3434,BITUMEN,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,140.0,PALEOGENE,SANDSTONE,4350.0,41.5
3435,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,345.0,140.0,CRETACEOUS,SANDSTONE,361.0,26.25
3436,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,245.0,71.5,JURASSIC,CHALKY LIMESTONE,1.305,10.15
3437,OIL,1320.5,EXTENSION,PASSIVE MARGIN,FAR EAST,1152.0,1700.5,NEOGENE,SANDSTONE,850.0,17.5
3438,GAS,4089.999999999999,GRAVITY,DELTA,NORTH AMERICA,101.0,48.25,NEOGENE,SANDSTONE,35.0,10.15
3439,OIL,4089.999999999999,INVERSION,BACKARC,FAR EAST,1152.0,337.5,NEOGENE,SANDSTONE,4350.0,17.5
3440,OIL,5153.499999999999,EXTENSION,SUB-SALT,AFRICA,475.0,29.75,PALEOZOIC,SANDSTONE,35.0,10.15
3441,OIL,5153.499999999999,INVERSION,RIFT,AFRICA,46.5,11.5,CRETACEOUS,CHALKY LIMESTONE,1.305,10.15
3442,OIL,1320.5,GRAVITY,DELTA,NORTH AMERICA,676.9999999999999,205.0,NEOGENE,SANDSTONE,4350.0,26.25
3443,OIL,2960.5,INVERSION,INVERSION,FAR EAST,46.5,11.5,CRETACEOUS,SANDSTONE,361.0,17.5
3444,OIL,8763.5,EXTENSION,RIFT,FAR EAST,101.0,11.5,PALEOGENE,SANDSTONE,161.0,5.05
3445,OIL,6288.5,INVERSION,RIFT,FAR EAST,101.0,48.25,PALEOGENE,SANDSTONE,850.0,26.25
3446,OIL,4089.999999999999,EXTENSION,RIFT,NORTH AMERICA,46.5,11.5,CRETACEOUS,SANDSTONE,361.0,17.5
3447,OIL,5153.499999999999,EXTENSION,RIFT,FAR EAST,160.0,140.0,TRIASSIC,SANDSTONE,361.0,41.5
3448,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,101.5,DEVONIAN,DOLOMITE,35.0,22.75
3449,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,46.5,48.25,CRETACEOUS,SANDSTONE,850.0,26.25
3450,GAS-CONDENSATE,7513.5,EXTENSION,RIFT,AFRICA,160.0,101.5,CRETACEOUS,SANDSTONE,75.0,15.0
3451,GAS-CONDENSATE,7513.5,INVERSION,RIFT,FAR EAST,7000.0,140.0,ARCHEAN,BASEMENT,5.3,12.65
3452,OIL,4089.999999999999,INVERSION,INVERSION,FAR EAST,676.9999999999999,337.5,NEOGENE,THINLY-BEDDED SANDSTONE,75.0,26.25
3453,GAS-CONDENSATE,10170.0,EXTENSION,RIFT,EUROPE,1152.0,1700.5,TRIASSIC,SANDSTONE,361.0,26.25
3454,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,140.0,CRETACEOUS,SANDSTONE,35.0,17.5
3455,GAS,6288.5,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,1700.5,CRETACEOUS,SANDSTONE,75.0,20.0
3456,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,345.0,101.5,CARBONIFEROUS,SANDSTONE,1.305,26.25
3457,OIL,2960.5,COMPRESSION,THRUST,FAR EAST,7000.0,140.0,PALEOGENE,SANDSTONE,4350.0,41.5
3458,GAS-CONDENSATE,8763.5,GRAVITY,SALT,NORTH AMERICA,245.0,140.0,JURASSIC,SANDSTONE,161.0,10.15
3459,GAS,5153.499999999999,GRAVITY,SALT,MIDDLE EAST,345.0,205.0,JURASSIC,LIMESTONE,161.0,22.75
3460,OIL,2960.5,STRIKE-SLIP,WRENCH,FAR EAST,160.0,48.25,PALEOGENE,SANDSTONE,35.0,10.15
3461,GAS,8763.5,STRIKE-SLIP,WRENCH,LATIN AMERICA,1152.0,1700.5,NEOGENE,SANDSTONE,361.0,22.75
3462,OIL,6288.5,EXTENSION,PASSIVE MARGIN,FAR EAST,676.9999999999999,1700.5,NEOGENE,LIMESTONE,361.0,26.25
3463,OIL,5153.499999999999,STRIKE-SLIP,WRENCH,LATIN AMERICA,7000.0,1700.5,NEOGENE,SANDSTONE,161.0,10.15
3464,OIL,1320.5,EXTENSION,RIFT,EUROPE,46.5,11.5,JURASSIC,SHALY SANDSTONE,361.0,26.25
3465,OIL,1320.5,INVERSION,FORELAND,NORTH AMERICA,475.0,101.5,PERMIAN,SANDSTONE,850.0,41.5
3466,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,101.0,11.5,CRETACEOUS,SANDSTONE,850.0,22.75
3467,OIL,5153.499999999999,INVERSION,INVERSION,EUROPE,676.9999999999999,1700.5,CRETACEOUS,SANDSTONE,361.0,20.0
3468,OIL,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CRETACEOUS,SANDSTONE,161.0,12.65
3469,OIL,4089.999999999999,STRIKE-SLIP,WRENCH,AFRICA,345.0,140.0,NEOGENE,THINLY-BEDDED SANDSTONE,361.0,12.65
3470,OIL,6288.5,COMPRESSION,WRENCH,LATIN AMERICA,345.0,140.0,PALEOGENE,SANDSTONE,35.0,17.5
3471,OIL,2960.5,STRIKE-SLIP,WRENCH,FAR EAST,1152.0,337.5,NEOGENE,SANDSTONE,4350.0,20.0
3472,GAS,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,205.0,CRETACEOUS,SANDSTONE,161.0,22.75
3473,OIL,7513.5,COMPRESSION,FORELAND,LATIN AMERICA,475.0,140.0,NEOGENE,THINLY-BEDDED SANDSTONE,850.0,22.75
3474,OIL,4089.999999999999,EXTENSION,RIFT,EUROPE,345.0,101.5,TRIASSIC,SANDSTONE,35.0,10.15
3475,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,245.0,48.25,CARBONIFEROUS,CONGLOMERATE,361.0,22.75
3476,OIL,8763.5,EXTENSION,RIFT,EUROPE,101.0,71.5,JURASSIC,SANDSTONE,361.0,12.65
3477,OIL,7513.5,COMPRESSION,SUB-SALT,AFRICA,160.0,29.75,PALEOZOIC,SANDSTONE,35.0,22.75
3478,GAS-CONDENSATE,6288.5,INVERSION,INVERSION,FORMER SOVIET UNION,101.0,71.5,NEOGENE,SANDSTONE,161.0,10.15
3479,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,48.25,CARBONIFEROUS,SHALY SANDSTONE,1.305,26.25
3480,OIL,4089.999999999999,COMPRESSION,INTRACRATONIC,NORTH AMERICA,101.0,29.75,CARBONIFEROUS,DOLOMITIC LIMESTONE,14.0,10.15
3481,GAS-CONDENSATE,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CRETACEOUS,SANDSTONE,1.305,26.25
3482,GAS-CONDENSATE,10170.0,GRAVITY,SALT,EUROPE,345.0,48.25,JURASSIC,SANDSTONE,161.0,12.65
3483,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,205.0,PERMIAN,DOLOMITE,1.305,5.05
3484,OIL,6288.5,EVAPORITE,PASSIVE MARGIN,AFRICA,345.0,205.0,CRETACEOUS,SANDSTONE,4350.0,41.5
3485,OIL,7513.5,COMPRESSION,THRUST,FORMER SOVIET UNION,160.0,29.75,NEOGENE,SANDSTONE,5.3,10.15
3486,OIL,8763.5,GRAVITY,SALT,LATIN AMERICA,7000.0,140.0,CRETACEOUS,SANDSTONE,4350.0,41.5
3487,OIL,4089.999999999999,INVERSION,INTRACRATONIC,FAR EAST,676.9999999999999,337.5,ORDOVICIAN,SANDSTONE,361.0,12.65
3488,OIL,8763.5,COMPRESSION,FORELAND,LATIN AMERICA,7000.0,337.5,NEOGENE,THINLY-BEDDED SANDSTONE,361.0,20.0
3489,OIL,8763.5,EXTENSION,RIFT,NORTH AMERICA,101.0,48.25,CRETACEOUS,SANDSTONE,361.0,17.5
3490,GAS,1320.5,INVERSION,INVERSION,FAR EAST,676.9999999999999,337.5,PALEOGENE,SANDSTONE,361.0,12.65
3491,OIL,4089.999999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,245.0,71.5,CRETACEOUS,SANDSTONE,14.0,5.05
3492,OIL,15389.0,EXTENSION,RIFT,EUROPE,475.0,337.5,PERMIAN,SANDSTONE,161.0,20.0
3493,GAS,4089.999999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,160.0,140.0,CRETACEOUS,SANDSTONE,850.0,17.5
3494,OIL,6288.5,INVERSION,INVERSION,EUROPE,475.0,48.25,CRETACEOUS,SANDSTONE,75.0,12.65
3495,OIL,8763.5,COMPRESSION,FORELAND,FAR EAST,7000.0,337.5,ORDOVICIAN,DOLOMITE,35.0,20.0
3496,OIL,7513.5,STRIKE-SLIP,THRUST,LATIN AMERICA,345.0,71.5,CRETACEOUS,SANDSTONE,850.0,26.25
3497,OIL,10170.0,EXTENSION,RIFT,FAR EAST,345.0,101.5,PALEOGENE,SANDSTONE,4350.0,41.5
3498,OIL,5153.499999999999,COMPRESSION,SUB-THRUST,NORTH AMERICA,101.0,11.5,CRETACEOUS,LIMESTONE,361.0,41.5
3499,OIL,8763.5,INVERSION,RIFT,FAR EAST,7000.0,1700.5,CRETACEOUS,SANDSTONE,850.0,26.25
3500,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,205.0,PERMIAN,DOLOMITE,5.3,10.15
3501,GAS,15389.0,COMPRESSION,THRUST,NORTH AMERICA,345.0,29.75,NEOGENE,SHALY SANDSTONE,361.0,26.25
3502,OIL,1320.5,INVERSION,RIFT,AFRICA,345.0,337.5,CRETACEOUS,LIMESTONE,35.0,10.15
3503,OIL,1320.5,UPLIFT,INTRACRATONIC,NORTH AMERICA,1152.0,140.0,CARBONIFEROUS,LIMESTONE,161.0,17.5
3504,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,1700.5,DEVONIAN,SHALE,14.0,22.75
3505,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,475.0,337.5,DEVONIAN,DOLOMITE,14.0,12.65
3506,OIL,2960.5,EXTENSION,INTRACRATONIC,EUROPE,160.0,29.75,CRETACEOUS,SANDSTONE,161.0,20.0
3507,OIL,15389.0,EXTENSION,RIFT,EUROPE,676.9999999999999,11.5,JURASSIC,SANDSTONE,4350.0,26.25
3508,OIL,1320.5,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,337.5,CRETACEOUS,SANDSTONE,35.0,22.75
3509,OIL,7513.5,EXTENSION,RIFT,AFRICA,245.0,140.0,CRETACEOUS,SANDSTONE,75.0,5.05
3510,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,205.0,CRETACEOUS,LIMESTONE,161.0,15.0
3511,OIL,6288.5,GRAVITY,DELTA,AFRICA,160.0,101.5,NEOGENE,SANDSTONE,850.0,41.5
3512,OIL,8763.5,EXTENSION,RIFT,FAR EAST,7000.0,337.5,PALEOGENE,SANDSTONE,361.0,20.0
3513,GAS,7513.5,GRAVITY,SALT,NORTH AMERICA,101.0,29.75,JURASSIC,LIMESTONE,161.0,20.0
3514,OIL,5153.499999999999,INVERSION,BACKARC,FAR EAST,160.0,71.5,NEOGENE,SANDSTONE,35.0,5.05
3515,OIL,4089.999999999999,INVERSION,RIFT,EUROPE,676.9999999999999,337.5,JURASSIC,SANDSTONE,1.305,5.05
3516,OIL,4089.999999999999,EXTENSION,RIFT,FAR EAST,7000.0,71.5,PALEOGENE,SANDSTONE,4350.0,41.5
3517,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,140.0,PERMIAN,DOLOMITE,14.0,12.65
3518,OIL,1320.5,EXTENSION,RIFT,FAR EAST,1152.0,337.5,PALEOGENE,SANDSTONE,850.0,20.0
3519,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,345.0,29.75,PROTEROZOIC,DOLOMITE,14.0,22.75
3520,GAS,1320.5,COMPRESSION,FORELAND,MIDDLE EAST,475.0,337.5,PALEOGENE,DOLOMITIC LIMESTONE,14.0,12.65
3521,OIL,8763.5,INVERSION,INVERSION,FAR EAST,160.0,71.5,NEOGENE,SANDSTONE,14.0,10.15
3522,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,101.5,CARBONIFEROUS,DOLOMITE,14.0,10.15
3523,OIL,4089.999999999999,INVERSION,INVERSION,AFRICA,46.5,11.5,CRETACEOUS,SANDSTONE,4350.0,41.5
3524,OIL,2960.5,EXTENSION,RIFT,FAR EAST,676.9999999999999,337.5,NEOGENE,SANDSTONE,850.0,17.5
3525,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,48.25,PERMIAN,DOLOMITE,5.3,26.25
3526,OIL,2960.5,INVERSION,SALT,EUROPE,676.9999999999999,205.0,CRETACEOUS,CHALK,5.3,26.25
3527,OIL,8763.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,7000.0,1700.5,CRETACEOUS,SANDSTONE,850.0,17.5
3528,OIL,4089.999999999999,GRAVITY,DELTA,AFRICA,7000.0,140.0,NEOGENE,SANDSTONE,35.0,10.15
3529,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,48.25,TRIASSIC,SANDSTONE,35.0,22.75
3530,GAS-CONDENSATE,10170.0,COMPRESSION,INTRACRATONIC,NORTH AMERICA,101.0,29.75,ORDOVICIAN,DOLOMITE,14.0,10.15
3531,OIL,8763.5,EXTENSION,RIFT,FAR EAST,475.0,101.5,PALEOGENE,SANDSTONE,361.0,41.5
3532,OIL,15389.0,EXTENSION,RIFT,FAR EAST,7000.0,1700.5,CRETACEOUS,SANDSTONE,161.0,5.05
3533,GAS-CONDENSATE,10170.0,INVERSION,RIFT,EUROPE,676.9999999999999,337.5,JURASSIC,SANDSTONE,850.0,26.25
3534,OIL,5153.499999999999,GRAVITY,SALT,MIDDLE EAST,1152.0,140.0,JURASSIC,LIMESTONE,161.0,15.0
3535,OIL,1320.5,EXTENSION,RIFT,FAR EAST,345.0,29.75,PROTEROZOIC,DOLOMITE,14.0,15.0
3536,OIL,7513.5,COMPRESSION,SUB-SALT,AFRICA,1152.0,1700.5,NEOGENE,THINLY-BEDDED SANDSTONE,361.0,12.65
3537,OIL,15389.0,EXTENSION,RIFT,AFRICA,101.0,48.25,CAMBRIAN,SANDSTONE,161.0,10.15
3538,OIL,5153.499999999999,GRAVITY,DELTA,NORTH AMERICA,160.0,29.75,NEOGENE,DIATOMITE,1.305,5.05
3539,OIL,4089.999999999999,COMPRESSION,INTRACRATONIC,NORTH AMERICA,676.9999999999999,337.5,CARBONIFEROUS,DOLOMITE,75.0,5.05
3540,OIL,2960.5,COMPRESSION,FORELAND,MIDDLE EAST,101.0,29.75,CRETACEOUS,LIMESTONE,161.0,22.75
3541,GAS-CONDENSATE,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,71.5,PERMIAN,DOLOMITE,35.0,12.65
3542,GAS-CONDENSATE,15389.0,STRIKE-SLIP,WRENCH,NORTH AMERICA,101.0,71.5,NEOGENE,SANDSTONE,35.0,17.5
3543,OIL,2960.5,COMPRESSION,SUB-THRUST,NORTH AMERICA,46.5,11.5,CRETACEOUS,SANDSTONE,14.0,15.0
3544,GAS,6288.5,INVERSION,RIFT,AFRICA,1152.0,29.75,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,361.0,41.5
3545,OIL,6288.5,EXTENSION,INTRACRATONIC,EUROPE,475.0,140.0,TRIASSIC,SANDSTONE,850.0,26.25
3546,OIL,5153.499999999999,COMPRESSION,THRUST,LATIN AMERICA,676.9999999999999,1700.5,CRETACEOUS,SANDSTONE,4350.0,22.75
3547,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CRETACEOUS,SANDSTONE,850.0,17.5
3548,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,PERMIAN,DOLOMITE,14.0,10.15
3549,OIL,10170.0,COMPRESSION,SALT,MIDDLE EAST,676.9999999999999,48.25,CRETACEOUS,LIMESTONE,35.0,10.15
3550,OIL,1320.5,EXTENSION,RIFT,EUROPE,676.9999999999999,101.5,JURASSIC,SANDSTONE,850.0,26.25
3551,OIL,6288.5,COMPRESSION,THRUST,NORTH AMERICA,676.9999999999999,337.5,NEOGENE,SANDSTONE,161.0,22.75
3552,GAS,8763.5,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,345.0,29.75,CRETACEOUS,SANDSTONE,361.0,17.5
3553,OIL,5153.499999999999,COMPRESSION,FORELAND,FAR EAST,160.0,11.5,JURASSIC,SANDSTONE,4350.0,26.25
3554,OIL,6288.5,INVERSION,RIFT,EUROPE,676.9999999999999,205.0,JURASSIC,SANDSTONE,850.0,22.75
3555,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,SILURIAN,DOLOMITE,1.305,12.65
3556,GAS,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,475.0,101.5,DEVONIAN,LIMESTONE,161.0,17.5
3557,GAS,5153.499999999999,COMPRESSION,RIFT,FORMER SOVIET UNION,7000.0,71.5,PROTEROZOIC,SANDSTONE,161.0,12.65
3558,OIL,7513.5,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,345.0,71.5,JURASSIC,SANDSTONE,361.0,22.75
3559,OIL,6288.5,INVERSION,RIFT,FAR EAST,7000.0,140.0,NEOGENE,SANDSTONE,5.3,10.15
3560,OIL,2960.5,EXTENSION,RIFT,AFRICA,160.0,48.25,CRETACEOUS,CHALKY LIMESTONE,1.305,41.5
3561,OIL,5153.499999999999,GRAVITY,SALT,LATIN AMERICA,345.0,71.5,CRETACEOUS,SANDSTONE,35.0,17.5
3562,GAS-CONDENSATE,15389.0,COMPRESSION,RIFT,FORMER SOVIET UNION,101.0,101.5,PROTEROZOIC,DOLOMITE,1.305,15.0
3563,OIL,6288.5,EXTENSION,RIFT,FAR EAST,1152.0,101.5,NEOGENE,LOW-RESISTIVITY SANDSTONE,161.0,17.5
3564,OIL,6288.5,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,7000.0,1700.5,DEVONIAN,LIMESTONE,35.0,10.15
3565,OIL,7513.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,160.0,48.25,ORDOVICIAN,DOLOMITE,5.3,26.25
3566,BITUMEN,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,DEVONIAN,SANDSTONE,850.0,22.75
3567,GAS,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,345.0,337.5,PERMIAN,DOLOMITE,14.0,10.15
3568,OIL,4089.999999999999,EXTENSION,SUB-SALT,AFRICA,245.0,29.75,TRIASSIC,SANDSTONE,161.0,10.15
3569,OIL,8763.5,EXTENSION,RIFT,EUROPE,46.5,48.25,JURASSIC,SANDSTONE,75.0,20.0
3570,GAS,6288.5,COMPRESSION,RIFT,FORMER SOVIET UNION,1152.0,337.5,PROTEROZOIC,DOLOMITE,35.0,10.15
